asset_name,category,collection,scale_meters,poly_count,vertex_count,material_count,texture_status,export_fbx_path,export_glb_path,quality_status,notes
CR_Pedestrian_10,CR_Crowd,MAP_SHIBUYA_CROWD,0.47 x 0.41 x 1.70,542,556,1,"1 image(s), max 512 px: combinedMat_baseColor.jpeg",01_Exports_FBX/CR_Crowd/CR_Pedestrian_10.fbx,02_Exports_GLB/CR_Crowd/CR_Pedestrian_10.glb,PENDING_USER_REVIEW,"Low-poly walking pedestrian, isolated from the 18-character pack ""Low Detail Animated Crowd"" (Sketchfab shahriyarshahrabi 4fe76fdec12d456f9b0db06b45cc53d6, CC-BY). Built from the EVALUATED mesh so the walk pose bakes in, normalised to 1.70 m, ground-centre pivot. Model faces local -Y, so placement uses rotation_z = yaw + pi/2. Instanced by 06_Placement/place_crowd_vehicles.py."
CR_Pedestrian_11,CR_Crowd,MAP_SHIBUYA_CROWD,0.48 x 0.41 x 1.70,548,568,1,"1 image(s), max 512 px: combinedMat_baseColor.jpeg",01_Exports_FBX/CR_Crowd/CR_Pedestrian_11.fbx,02_Exports_GLB/CR_Crowd/CR_Pedestrian_11.glb,PENDING_USER_REVIEW,"Low-poly walking pedestrian, isolated from the 18-character pack ""Low Detail Animated Crowd"" (Sketchfab shahriyarshahrabi 4fe76fdec12d456f9b0db06b45cc53d6, CC-BY). Built from the EVALUATED mesh so the walk pose bakes in, normalised to 1.70 m, ground-centre pivot. Model faces local -Y, so placement uses rotation_z = yaw + pi/2. Instanced by 06_Placement/place_crowd_vehicles.py."
CR_Pedestrian_12,CR_Crowd,MAP_SHIBUYA_CROWD,0.47 x 0.46 x 1.70,648,692,1,"1 image(s), max 512 px: combinedMat_baseColor.jpeg",01_Exports_FBX/CR_Crowd/CR_Pedestrian_12.fbx,02_Exports_GLB/CR_Crowd/CR_Pedestrian_12.glb,PENDING_USER_REVIEW,"Low-poly walking pedestrian, isolated from the 18-character pack ""Low Detail Animated Crowd"" (Sketchfab shahriyarshahrabi 4fe76fdec12d456f9b0db06b45cc53d6, CC-BY). Built from the EVALUATED mesh so the walk pose bakes in, normalised to 1.70 m, ground-centre pivot. Model faces local -Y, so placement uses rotation_z = yaw + pi/2. Instanced by 06_Placement/place_crowd_vehicles.py."
CR_Pedestrian_13,CR_Crowd,MAP_SHIBUYA_CROWD,0.49 x 0.48 x 1.70,550,594,1,"1 image(s), max 512 px: combinedMat_baseColor.jpeg",01_Exports_FBX/CR_Crowd/CR_Pedestrian_13.fbx,02_Exports_GLB/CR_Crowd/CR_Pedestrian_13.glb,PENDING_USER_REVIEW,"Low-poly walking pedestrian, isolated from the 18-character pack ""Low Detail Animated Crowd"" (Sketchfab shahriyarshahrabi 4fe76fdec12d456f9b0db06b45cc53d6, CC-BY). Built from the EVALUATED mesh so the walk pose bakes in, normalised to 1.70 m, ground-centre pivot. Model faces local -Y, so placement uses rotation_z = yaw + pi/2. Instanced by 06_Placement/place_crowd_vehicles.py."
CR_Pedestrian_14,CR_Crowd,MAP_SHIBUYA_CROWD,0.44 x 0.39 x 1.70,616,693,1,"1 image(s), max 512 px: combinedMat_baseColor.jpeg",01_Exports_FBX/CR_Crowd/CR_Pedestrian_14.fbx,02_Exports_GLB/CR_Crowd/CR_Pedestrian_14.glb,PENDING_USER_REVIEW,"Low-poly walking pedestrian, isolated from the 18-character pack ""Low Detail Animated Crowd"" (Sketchfab shahriyarshahrabi 4fe76fdec12d456f9b0db06b45cc53d6, CC-BY). Built from the EVALUATED mesh so the walk pose bakes in, normalised to 1.70 m, ground-centre pivot. Model faces local -Y, so placement uses rotation_z = yaw + pi/2. Instanced by 06_Placement/place_crowd_vehicles.py."
CR_Pedestrian_15,CR_Crowd,MAP_SHIBUYA_CROWD,0.48 x 0.41 x 1.70,500,538,1,"1 image(s), max 512 px: combinedMat_baseColor.jpeg",01_Exports_FBX/CR_Crowd/CR_Pedestrian_15.fbx,02_Exports_GLB/CR_Crowd/CR_Pedestrian_15.glb,PENDING_USER_REVIEW,"Low-poly walking pedestrian, isolated from the 18-character pack ""Low Detail Animated Crowd"" (Sketchfab shahriyarshahrabi 4fe76fdec12d456f9b0db06b45cc53d6, CC-BY). Built from the EVALUATED mesh so the walk pose bakes in, normalised to 1.70 m, ground-centre pivot. Model faces local -Y, so placement uses rotation_z = yaw + pi/2. Instanced by 06_Placement/place_crowd_vehicles.py."
CR_Pedestrian_16,CR_Crowd,MAP_SHIBUYA_CROWD,0.45 x 0.39 x 1.70,604,672,1,"1 image(s), max 512 px: combinedMat_baseColor.jpeg",01_Exports_FBX/CR_Crowd/CR_Pedestrian_16.fbx,02_Exports_GLB/CR_Crowd/CR_Pedestrian_16.glb,PENDING_USER_REVIEW,"Low-poly walking pedestrian, isolated from the 18-character pack ""Low Detail Animated Crowd"" (Sketchfab shahriyarshahrabi 4fe76fdec12d456f9b0db06b45cc53d6, CC-BY). Built from the EVALUATED mesh so the walk pose bakes in, normalised to 1.70 m, ground-centre pivot. Model faces local -Y, so placement uses rotation_z = yaw + pi/2. Instanced by 06_Placement/place_crowd_vehicles.py."
CR_Pedestrian_17,CR_Crowd,MAP_SHIBUYA_CROWD,0.47 x 0.40 x 1.70,576,581,1,"1 image(s), max 512 px: combinedMat_baseColor.jpeg",01_Exports_FBX/CR_Crowd/CR_Pedestrian_17.fbx,02_Exports_GLB/CR_Crowd/CR_Pedestrian_17.glb,PENDING_USER_REVIEW,"Low-poly walking pedestrian, isolated from the 18-character pack ""Low Detail Animated Crowd"" (Sketchfab shahriyarshahrabi 4fe76fdec12d456f9b0db06b45cc53d6, CC-BY). Built from the EVALUATED mesh so the walk pose bakes in, normalised to 1.70 m, ground-centre pivot. Model faces local -Y, so placement uses rotation_z = yaw + pi/2. Instanced by 06_Placement/place_crowd_vehicles.py."
GR_TactilePaving_Bar_A,GR_Ground_Detail,MAP_SHIBUYA_TACTILE,0.30 x 0.30 x 0.02,60,40,1,procedural flat colours (no image maps),01_Exports_FBX/GR_Ground_Detail/GR_TactilePaving_Bar_A.fbx,02_Exports_GLB/GR_Ground_Detail/GR_TactilePaving_Bar_A.glb,PENDING_USER_REVIEW,"Hand-modelled JIS T 9251 directional block (誘導ブロック): 300x300 mm tile, 4 bars w=17 mm h=5 mm."
GR_TactilePaving_Dot_A,GR_Ground_Detail,MAP_SHIBUYA_TACTILE,0.30 x 0.30 x 0.02,60,109,1,procedural flat colours (no image maps),01_Exports_FBX/GR_Ground_Detail/GR_TactilePaving_Dot_A.fbx,02_Exports_GLB/GR_Ground_Detail/GR_TactilePaving_Dot_A.glb,PENDING_USER_REVIEW,"Hand-modelled JIS T 9251 warning block (警告ブロック): 300x300 mm tile, 5x5 truncated domes d=22 mm h=5 mm. No Sketchfab source existed."
LM_Aogaeru_A,LM_Landmarks,MAP_SHIBUYA_LANDMARKS,8.00 x 3.00 x 2.95,20000,39285,1,"1 image(s), max 8192 px: deha5001_u1_v1_baseColor.jpeg",01_Exports_FBX/LM_Landmarks/LM_Aogaeru_A.fbx,02_Exports_GLB/LM_Landmarks/LM_Aogaeru_A.glb,PENDING_USER_REVIEW,"Aogaeru (Tokyu 5000 series deha5001) as displayed on the Hachiko plaza. Sketchfab tasklong 80c8a7af47644925907bd341ffeb618b. *** CC-BY-NC: NON-COMMERCIAL ONLY - this asset alone blocks any commercial use of the map. *** Decimated 99,508 -> 20,000 tris (safe: modelled asset, not a scan). Placed at (14.5, -36.0), yaw 28 deg, 13.1 m clear of the statue, 0 crowd clashes."
LM_Hachiko_A,LM_Landmarks,MAP_SHIBUYA_LANDMARKS,0.83 x 1.81 x 2.40,9260,11314,4,"2 image(s), max 128 px: Marble_baseColor.jpeg, Material.005_normal.png",01_Exports_FBX/LM_Landmarks/LM_Hachiko_A.fbx,02_Exports_GLB/LM_Landmarks/LM_Hachiko_A.glb,PENDING_USER_REVIEW,"Hachiko statue + pedestal + plaque (Sketchfab billycarlos354 75a9949393034d5cbc18625bc2bdb810, CC-BY), joined, ground-centre pivot, rotated -120 deg to face the Scramble."
LM_ScrambleSquare_A,LM_Landmarks,MAP_SHIBUYA_LANDMARKS,94.50 x 89.00 x 239.20,18250,11976,4,procedural flat colours (no image maps),01_Exports_FBX/LM_Landmarks/LM_ScrambleSquare_A.fbx,02_Exports_GLB/LM_Landmarks/LM_ScrambleSquare_A.glb,PENDING_USER_REVIEW,
LM_Shibuya109_A,LM_Landmarks,MAP_SHIBUYA_LANDMARKS,50.82 x 47.57 x 64.90,6322,6208,4,"2 image(s), max 1024 px: LM_109_albedo.png, LM_109_emit.png",01_Exports_FBX/LM_Landmarks/LM_Shibuya109_A.fbx,02_Exports_GLB/LM_Landmarks/LM_Shibuya109_A.glb,PENDING_USER_REVIEW,"HAND-MODELLED. Rounded-triangle plan r=R*(1+0.13cos3t)*(1+0.16cos t) skewed to the Dogenzaka prow, 11 storeys of spandrel/glass banding, taper to 90 pct at roof, crowned by an 11.5 m sign drum with the 109 mark repeated 3x around. Built by 00_Source_Blender/LM_Landmarks/build_109.py. Replaces the PLATEAU box LM_Shibuya109 (retired to MAP_SHIBUYA_LM_ORIG, never deleted)."
SF_StreetLamp_A,SF_Street_Furniture,MAP_SHIBUYA_STREETFURN,1.71 x 0.30 x 5.00,372,216,3,"2 image(s), max 512 px: SF_StreetLamp_A_head.png, SF_StreetLamp_A_pole.png",01_Exports_FBX/SF_Street_Furniture/SF_StreetLamp_A.fbx,02_Exports_GLB/SF_Street_Furniture/SF_StreetLamp_A.glb,PENDING_USER_REVIEW,"Hand-modelled modern JP street lamp: tapered steel column 82->56 mm over 5 m, base flange + anchor plate, 74-deg curved arm, shoebox LED luminaire tilted 8 deg down, banner bracket. No Sketchfab source existed (only traditional lanterns). Replaced the 32-vert procedural lamp."
SF_TrafficSignal_A,SF_Street_Furniture,MAP_SHIBUYA_STREETFURN,3.12 x 1.23 x 5.60,1500,1224,1,"4 image(s), max 1024 px: SF_TrafficSignal_A_TrafficLight_1_b, SF_TrafficSignal_A_TrafficLight_1_e, SF_TrafficSignal_A_TrafficLight_1_m, SF_TrafficSignal_A_TrafficLight_1_n",01_Exports_FBX/SF_Street_Furniture/SF_TrafficSignal_A.fbx,02_Exports_GLB/SF_Street_Furniture/SF_TrafficSignal_A.glb,PENDING_USER_REVIEW,Sketchfab import CC-BY afx_cgmotion. JP horizontal 3-lamp vehicle head + pedestrian signals + blue 歩行者自転車専用 plate. Replaces the 32-vert procedural signal in the map.
SF_VendingMachine_A,SF_Street_Furniture,MAP_SHIBUYA_STREETFURN,0.91 x 0.70 x 1.83,1000,974,5,"2 image(s), max 1024 px: SF_VendingMachine_A_JIHANKI_ATLAS_GLAS, SF_VendingMachine_A_JIHANKI_EMISSION_e",01_Exports_FBX/SF_Street_Furniture/SF_VendingMachine_A.fbx,02_Exports_GLB/SF_Street_Furniture/SF_VendingMachine_A.glb,PENDING_USER_REVIEW,"Sketchfab import CC-BY adenotoxin. Real JP drinks machine w/ Japanese labels, coin slot, price buttons. Real-world 1.83 m height confirmed."
UP_CableSpan_A,UP_Utility_Overhead,MAP_SHIBUYA_UTILITY,30.01 x 8.82 x 6.47,1136,612,1,procedural flat colours (no image maps),01_Exports_FBX/UP_Utility_Overhead/UP_CableSpan_A.fbx,02_Exports_GLB/UP_Utility_Overhead/UP_CableSpan_A.glb,PENDING_USER_REVIEW,Hand-modelled 30 m overhead span: 6 distribution wires (sag 0.55-0.62 m) + 3 thicker telecom bundle (sag 0.95) + 2 service drops. Parabolic sag approximates catenary. Pairs with UP_UtilityPole_A.
UP_UtilityPole_A,UP_Utility_Overhead,MAP_SHIBUYA_UTILITY,2.00 x 2.00 x 12.60,1836,1072,4,"4 image(s), max 512 px: UP_UtilityPole_A_concrete.png, UP_UtilityPole_A_insulator.png, UP_UtilityPole_A_steel.png, UP_UtilityPole_A_transformer.png",01_Exports_FBX/UP_Utility_Overhead/UP_UtilityPole_A.fbx,02_Exports_GLB/UP_Utility_Overhead/UP_UtilityPole_A.glb,PENDING_USER_REVIEW,"Hand-modelled JP concrete distribution pole (denchu). Tapered 190->112mm over 12.6m, 3 crossarms w/ 4 insulators each, 2 pole-mounted transformer cans w/ bushings, junction box, 17 step bolts. Sketchfab had NO usable source - see REJECTIONS.md."
VG_StreetTree_A,VG_Vegetation,MAP_SHIBUYA_TREES,6.37 x 5.99 x 7.00,5469,4992,2,"6 image(s), max 1024 px: VG_StreetTree_A_Bark_Mat_baseCol, VG_StreetTree_A_Bark_Mat_metalli, VG_StreetTree_A_Bark_Mat_normal., VG_StreetTree_A_Cluster_Mat_base",01_Exports_FBX/VG_Vegetation/VG_StreetTree_A.fbx,02_Exports_GLB/VG_Vegetation/VG_StreetTree_A.glb,PENDING_USER_REVIEW,"Sketchfab CC-BY lolipop_1707 maple pack; isolated Acer_medium_1 LOD1 (bark+cluster), rescaled to 7 m street tree, alpha CLIP on leaf cards. Replaced the 36-vert procedural cone."
VH_SedanBlue_A,VH_Vehicles,MAP_SHIBUYA_VEHICLES,1.75 x 4.65 x 1.54,2490,2262,19,"10 image(s), max 1024 px: Air_Filter_baseColor.png, Crown_baseColor.jpeg, Interior1Mtl_baseColor.png, LicensePlate_baseColor.png",01_Exports_FBX/VH_Vehicles/VH_SedanBlue_A.fbx,02_Exports_GLB/VH_Vehicles/VH_SedanBlue_A.glb,PENDING_USER_REVIEW,
VH_SedanSilver_A,VH_Vehicles,MAP_SHIBUYA_VEHICLES,1.75 x 4.74 x 1.54,2490,2262,19,"10 image(s), max 1024 px: Air_Filter_baseColor.png, Crown_baseColor.jpeg, Interior1Mtl_baseColor.png, LicensePlate_baseColor.png",01_Exports_FBX/VH_Vehicles/VH_SedanSilver_A.fbx,02_Exports_GLB/VH_Vehicles/VH_SedanSilver_A.glb,PENDING_USER_REVIEW,
VH_SedanWhite_A,VH_Vehicles,MAP_SHIBUYA_VEHICLES,1.75 x 4.60 x 1.54,2490,2262,19,"10 image(s), max 1024 px: Air_Filter_baseColor.png, Crown_baseColor.jpeg, Interior1Mtl_baseColor.png, LicensePlate_baseColor.png",01_Exports_FBX/VH_Vehicles/VH_SedanWhite_A.fbx,02_Exports_GLB/VH_Vehicles/VH_SedanWhite_A.glb,PENDING_USER_REVIEW,
VH_TaxiCrown_A,VH_Vehicles,MAP_SHIBUYA_VEHICLES,1.75 x 4.67 x 1.74,2500,2437,19,"10 image(s), max 1024 px: Air_Filter_baseColor.png, Crown_baseColor.jpeg, Interior1Mtl_baseColor.png, LicensePlate_baseColor.png",01_Exports_FBX/VH_Vehicles/VH_TaxiCrown_A.fbx,02_Exports_GLB/VH_Vehicles/VH_TaxiCrown_A.glb,PENDING_USER_REVIEW,"Toyota Crown Comfort S10 taxi (Sketchfab iwak.rebus 3ef4527459f5406fb4599864800ab1fa, CC-BY), joined to a single mesh, ground-centre pivot, 14 textures capped to 1024. Added a hand-modelled andon roof sign (M_VH_Andon, emission 2.5) - the strongest ""Japanese taxi"" cue. Long axis is +Y."
ZK_ACUnit_A,ZK_Zakkyo_Facade_Kit,MAP_SHIBUYA_ZAKKYO,0.86 x 0.38 x 0.62,140,88,2,procedural flat colours (no image maps),01_Exports_FBX/ZK_Zakkyo_Facade_Kit/ZK_ACUnit_A.fbx,02_Exports_GLB/ZK_Zakkyo_Facade_Kit/ZK_ACUnit_A.glb,PENDING_USER_REVIEW,Hand-modelled zakkyo facade kit module. 3.0 m bay / 3.4 m floor grid. Instanced by 06_Placement/place_zakkyo.py. NOTE: sign faces are untextured - needs signage graphics to read properly (see notes).
ZK_Drainpipe_Module_A,ZK_Zakkyo_Facade_Kit,MAP_SHIBUYA_ZAKKYO,0.16 x 0.17 x 3.40,64,40,1,procedural flat colours (no image maps),01_Exports_FBX/ZK_Zakkyo_Facade_Kit/ZK_Drainpipe_Module_A.fbx,02_Exports_GLB/ZK_Zakkyo_Facade_Kit/ZK_Drainpipe_Module_A.glb,PENDING_USER_REVIEW,Hand-modelled zakkyo facade kit module. 3.0 m bay / 3.4 m floor grid. Instanced by 06_Placement/place_zakkyo.py. NOTE: sign faces are untextured - needs signage graphics to read properly (see notes).
ZK_ExternalStair_A,ZK_Zakkyo_Facade_Kit,MAP_SHIBUYA_ZAKKYO,1.06 x 2.81 x 4.53,276,184,1,procedural flat colours (no image maps),01_Exports_FBX/ZK_Zakkyo_Facade_Kit/ZK_ExternalStair_A.fbx,02_Exports_GLB/ZK_Zakkyo_Facade_Kit/ZK_ExternalStair_A.glb,PENDING_USER_REVIEW,Hand-modelled zakkyo facade kit module. 3.0 m bay / 3.4 m floor grid. Instanced by 06_Placement/place_zakkyo.py. NOTE: sign faces are untextured - needs signage graphics to read properly (see notes).
ZK_Parapet_Module_A,ZK_Zakkyo_Facade_Kit,MAP_SHIBUYA_ZAKKYO,3.03 x 0.42 x 0.95,72,48,1,procedural flat colours (no image maps),01_Exports_FBX/ZK_Zakkyo_Facade_Kit/ZK_Parapet_Module_A.fbx,02_Exports_GLB/ZK_Zakkyo_Facade_Kit/ZK_Parapet_Module_A.glb,PENDING_USER_REVIEW,Hand-modelled zakkyo facade kit module. 3.0 m bay / 3.4 m floor grid. Instanced by 06_Placement/place_zakkyo.py. NOTE: sign faces are untextured - needs signage graphics to read properly (see notes).
ZK_RollerShutter_Module_A,ZK_Zakkyo_Facade_Kit,MAP_SHIBUYA_ZAKKYO,3.00 x 0.16 x 3.30,144,96,2,procedural flat colours (no image maps),01_Exports_FBX/ZK_Zakkyo_Facade_Kit/ZK_RollerShutter_Module_A.fbx,02_Exports_GLB/ZK_Zakkyo_Facade_Kit/ZK_RollerShutter_Module_A.glb,PENDING_USER_REVIEW,Hand-modelled zakkyo facade kit module. 3.0 m bay / 3.4 m floor grid. Instanced by 06_Placement/place_zakkyo.py. NOTE: sign faces are untextured - needs signage graphics to read properly (see notes).
ZK_ShopFront_0,ZK_Zakkyo_Facade_Kit,MAP_SHIBUYA_ZAKKYO,2.92 x 1.08 x 2.70,142,108,3,"2 image(s), max 2048 px: ZK_ShopAtlas_albedo, ZK_ShopAtlas_emit",01_Exports_FBX/ZK_Zakkyo_Facade_Kit/ZK_ShopFront_0.fbx,02_Exports_GLB/ZK_Zakkyo_Facade_Kit/ZK_ShopFront_0.glb,PENDING_USER_REVIEW,"Lit ground-floor shopfront overlay: glazed panel on a cell of the 8-cell ZK_ShopAtlas (2048px, interior glow + shelving + product silhouettes + noren band), awning, 2 chochin lanterns (M_ZK_Chochin, emission 1.4). Panel sits at local y=0.13 to clear ZK_Storefront_Module_A glazing (y=0.07). Placed together with ZK_Storefront_Module_A on 72%% of ground-floor bays."
ZK_ShopFront_1,ZK_Zakkyo_Facade_Kit,MAP_SHIBUYA_ZAKKYO,2.92 x 1.08 x 2.70,142,108,3,"2 image(s), max 2048 px: ZK_ShopAtlas_albedo, ZK_ShopAtlas_emit",01_Exports_FBX/ZK_Zakkyo_Facade_Kit/ZK_ShopFront_1.fbx,02_Exports_GLB/ZK_Zakkyo_Facade_Kit/ZK_ShopFront_1.glb,PENDING_USER_REVIEW,"Lit ground-floor shopfront overlay: glazed panel on a cell of the 8-cell ZK_ShopAtlas (2048px, interior glow + shelving + product silhouettes + noren band), awning, 2 chochin lanterns (M_ZK_Chochin, emission 1.4). Panel sits at local y=0.13 to clear ZK_Storefront_Module_A glazing (y=0.07). Placed together with ZK_Storefront_Module_A on 72%% of ground-floor bays."
ZK_ShopFront_2,ZK_Zakkyo_Facade_Kit,MAP_SHIBUYA_ZAKKYO,2.92 x 1.08 x 2.70,142,108,3,"2 image(s), max 2048 px: ZK_ShopAtlas_albedo, ZK_ShopAtlas_emit",01_Exports_FBX/ZK_Zakkyo_Facade_Kit/ZK_ShopFront_2.fbx,02_Exports_GLB/ZK_Zakkyo_Facade_Kit/ZK_ShopFront_2.glb,PENDING_USER_REVIEW,"Lit ground-floor shopfront overlay: glazed panel on a cell of the 8-cell ZK_ShopAtlas (2048px, interior glow + shelving + product silhouettes + noren band), awning, 2 chochin lanterns (M_ZK_Chochin, emission 1.4). Panel sits at local y=0.13 to clear ZK_Storefront_Module_A glazing (y=0.07). Placed together with ZK_Storefront_Module_A on 72%% of ground-floor bays."
